Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic
APF,9,"INFRAESTRUCTURA, COMUNICACIONES Y TRANSPORTES",APF,009JZL,ASA,AEROPUERTOS Y SERVICIOS AUXILIARES,009JZL002,GERENCIA DE LICITACIONES,E-2024-00047607,LA-09-JZL-009JZL002-N-158-2024,SERVICIO DE SOPORTE TÉCNICO EN MANTENIMIENTO Y DESARROLLO DE APLICACIONES DE ASA,33304,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-09-JZL-009JZL002-N-158-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,09/05/2024 23:09,30/05/2024 17:30,05/06/2024 20:30,C-2024-00081289,355-24-PA103-D33,SERVICIO DE SOPORTE TÉCNICO EN MANTENIMIENTO Y DESARROLLO DE APLICACIONES DE ASA,"CONTAR CON UN SERVICIO DE SOPORTE TÉCNICO PARA MANTENIMIENTO Y DESARROLLO DE APLICACIONES Y DE SOLUCIONES A LA MEDIDA CON LAS QUE CUENTA ASA INCLUYENDO SU FRAMEWORK PARA LA ATENCIÓN DE INCIDENCIAS O DE ADECUACIONES, SOLICITADOS POR LAS DIFERENTES ÁREAS DE NEGOCIO Y OPERATIVAS DEL ORGANISMO.",NO,PUBLICADO,06/06/2024,31/12/2024,18/06/2024 16:08,3033333.33,MXN,SI,2024-A-L-NAC-A-C-09-JZL-00040732,FORMALIZADO,18/06/2024 16:08,Cerrado,3033333.33,,3518666.66,,MXN,SI,2024-A-L-NAC-A-C-09-JZL-00040732-0001,08/02/2025 00:00,3033333.33,,4197266.66,,18/10/2024 15:26,CVI041207JEA,MAYSOFT GLOBAL S DE RL DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/cc477541dbc84aa184d3e90d1e408e26/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,9,"INFRAESTRUCTURA, COMUNICACIONES Y TRANSPORTES",APF,009JZL,ASA,AEROPUERTOS Y SERVICIOS AUXILIARES,009JZL002,GERENCIA DE LICITACIONES,E-2024-00108390,AA-09-JZL-009JZL002-N-247-2024,RENOVACIÓN Y MANTENIMIENTO DE LICENCIAS DE SOFTWARE,32701,LAASSP,ADJUDICACIÓN DIRECTA POR AUTORIZACIÓN DE OM O EQUIVALENTE,ART. 42 PÁRRAFO SEGUNDO,"ADJUDICACIÓN DIRECTA AUTORIZADA POR LA OM O EQUIVALENTE, CUANDO LA OPERACIÓN CORRESPONDE AL MONTO DE UNA INVITACIÓN A CUANDO MENOS TRES PERSONAS.",,NO,,,,,AA-09-JZL-009JZL002-N-247-2024,SERVICIOS,NACIONAL,,NO,NO,,,,15/11/2024 18:21,,03/10/2024 00:00,C-2024-00142307,454.24-PA157-D31,RENOVACIÓN Y MANTENIMIENTO DE LICENCIAS DE SOFTWARE,"REALIZAR LA CONTRATACIÓN DE LA RENOVACIÓN Y MANTENIMIENTO DE LICENCIAS DE SOFTWARE INSTITUCIONAL, CON EL FIN DE MANTENER LA CONTINUIDAD DE LOS SERVICIOS, A TRAVÉS DE LA ACTUALIZACIÓN DEL LICENCIAMIENTO DE LAS APLICACIONES DE SOFTWARE, QUE SON INDISPENSABLES PARA EL BUEN FUNCIONAMIENTO, ADMINISTRACIÓN Y APLICACIONES DEL ORGANISMO.",NO,PUBLICADO,21/10/2024,26/12/2024,03/10/2024 00:00,479470.5,MXN,NO,2025-A-A-NAC-A-C-09-JZL-00001423,FORMALIZADO,03/10/2024 00:00,Cerrado,479470.5,,599385.78,,MXN,NO,,,479470.5,,,,,DAS030911UQ5,"DISTRIBUCION, ASESORIA Y SERVICIOS EN TECNOLOGIA SA DE CV",,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/d430e8ce93594e8894bf51805b278b80/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HIU,NAFIN,"NACIONAL FINANCIERA, S.N.C.",006HIU001,SUBGERENCIA DE ADQUISICIONES,E-2024-00073349,C-MAT-115-2024,"SERVICIO DE SUBSCRIPCIÓN PARA AUTOMATIZACIÓN DE PROCESOS, ÚLTIMA VERSIÓN AUTOSYS",33903,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-06-HIU-006HIU001-N-143-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,29/11/2024 21:43,13/12/2024 17:00,18/12/2024 19:00,C-2024-00149416,C-MAT-115-2024,"SERVICIO DE SUBSCRIPCIÓN PARA AUTOMATIZACIÓN DE PROCESOS, ÚLTIMA VERSIÓN AUTOSYS","SERVICIO DE SUBSCRIPCIÓN PARA AUTOMATIZACIÓN DE PROCESOS, ÚLTIMA VERSIÓN AUTOSYS.",SI,PUBLICADO,30/12/2024,18/12/2025,30/12/2024 21:17,3237200.0,MXN,NO,2024-A-L-NAC-P-A-06-HIU-00071825,FORMALIZADO,30/12/2024 21:17,Abierto,2945150.0,3416374.0,3237200.0,3755152.0,MXN,NO,,,,,,,,DAS030911UQ5,"DISTRIBUCION, ASESORIA Y SERVICIOS EN TECNOLOGIA SA DE CV",,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e201bc5dfc954aa8bfd912a7d2d5812f/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011L5X,CONALEP,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,011L5X001,"SECRETARIA DE ADMINISTRACION, DIRECCION DE INFRAESTRUCTURA Y ADQUISICIONES",E-2024-00066145,CAS-AD-62-2024,SUSCRIPCION DEL DERECHO DE USO DE SOFTWARE ADOBE CREATIVE CLOUD,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-L5X-011L5X001-N-66-2024,SERVICIOS,NACIONAL,,NO,NO,,,,06/06/2024 17:08,,31/05/2024 00:00,C-2024-00078566,CAS-AD-62-2024,SUSCRIPCION DEL DERECHO DE USO DE SOFTWARE ADOBE CREATIVE CLOUD,"EL CONALEP TIENE LA NECESIDAD DE CONTRATAR EL SERVICIO PARA LA SUSCRIPCIÓN DEL DERECHO DE USO DEL SOFTWARE ADOBE CREATIVE CLOUD, QUE CORRESPONDE AL PROYECTO SOFTWARE DE SOPORTE A LOS PROCESOS DE COMUNICACIÓN E IMAGEN INSTITUCIONAL, PARA CONTAR CON LA CANTIDAD 500 LICENCIAS DE LA SUITE ADOBE CREATIVE CLOUD PARA EL SECTOR EDUCATIVO, CON UNA VIGENCIA DE 12 MESES NATURALES, CONTADOS A PARTIR DE 8 DÍAS HÁBILES A PARTIR DE LA NOTIFICACIÓN DE FALLO, GARANTIZANDO EN TODO MOMENTO LA DISPONIBILIDAD DE LAS HERRAMIENTAS DE DISEÑO DE IMÁGENES Y GRÁFICOS, DIBUJO VECTORIAL POR COMPUTADORA, ELABORACIÓN DE BANNERS, VIDEOS DE CONVOCATORIAS, CURSOS, BLOGS Y DEMÁS, ASÍ COMO SU PUBLICACIÓN EN REDES SOCIALES Y EN EL PORTAL DEL COLEGIO; DE IGUAL MODO REQUIERE UN SOFTWARE PARA DISEÑO, VISUALIZACIÓN, CREACIÓN Y MODIFICACIÓN DE ARCHIVOS CON FORMATO PORTABLE DOCUMENT FORMAT, MÁS CONOCIDO COMO PDF, PARA EL DISEÑO Y ACTUALIZACIÓN DE LA IDENTIDAD INSTITUCIONAL (LOGOTIPOS, FOLLETOS, MEMBRETES, CREDENCIALES, ETC.). ADICIONALMENTE, ESTAS HERRAMIENTAS ATIENDEN LAS NECESIDADES EDUCATIVAS EN LOS PLANTELES QUE IMPARTEN LAS CARRERAS DE EXPRESIÓN GRÁFICA DIGITAL, INFORMÁTICA, INDUSTRIA DEL VESTIDO, AUTOTRÓNICA, MECATRÓNICA Y ELECTROMECÁNICA INDUSTRIAL, ENTRE OTRAS; YA QUE REQUIEREN DE ESTAS HERRAMIENTAS PARA EL CUMPLIMIENTO DE SUS METAS SUSTANTIVAS, RELACIONADAS AL MODELO ACADÉMICO POR COMPETENCIAS.",NO,PUBLICADO,12/06/2024,12/06/2025,14/06/2024 00:00,210425.0,MXN,NO,2024-A-A-NAC-A-C-11-L5X-00043479,FORMALIZADO,14/06/2024 00:00,Cerrado,210425.0,,244093.0,,MXN,NO,,,210425.0,,,,,DCD090806GJ4,DISTRIBUIDOR COMPUTACIONAL DECO SA DE CV,422281,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/cc1064903c734ab8a4cba70d61448a4c/procedimiento,TIC,Adquisición de licencias de software,Adobe
APF,10,ECONOMÍA,APF,010LAU,SGM,SERVICIO GEOLOGICO MEXICANO,010LAU001,SUBGERENCIA DE ADQUISICIONES,E-2024-00099388,PEDIDO NO. 01-00134-2024,SUSCRIPCIÓN DE LICENCIAS DE ADOBE ACROBAT PRO Y ADOBE CREATIVE CLOUD.,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-10-LAU-010LAU001-N-157-2024,SERVICIOS,NACIONAL,,NO,NO,,,,14/10/2024 18:49,,03/10/2024 06:00,C-2024-00133310,GJ/CONT/043/24.- DISTRIBUIDOR COMPUTACIONAL DECO/PS,SUSCRIPCIÓN DE LICENCIAS DE ADOBE ACROBAT PRO Y ADOBE CREATIVE CLOUD.,"SUSCRIPCIÓN ANUAL DE 32 LICENCIAS DEL SOFTWARE ADOBE ACROBAT PRO.
SUSCRIPCIÓN ANUAL DE 4 LICENCIAS DEL SOFTWARE ADOBE CREATIVE CLOUD.

SE REQUIERE ÚLTIMA VERSIÓN DE AMBOS PRODUCTOS, EN ESPAÑOL Y QUE FUNCIONEN EN PLATAFORMA WINDOWS Y MAC.",NO,PUBLICADO,03/10/2024,02/10/2025,16/10/2024 15:13,238600.96,MXN,NO,2024-A-A-NAC-A-C-10-LAU-00058904,FORMALIZADO,16/10/2024 15:13,Cerrado,238600.96,,276777.11,,MXN,NO,,,238600.96,,,,,DCD090806GJ4,DISTRIBUIDOR COMPUTACIONAL DECO SA DE CV,422281,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/00eb066176ec4f489c08d55be48afde4/procedimiento,TIC,Adquisición de licencias de software,Adobe
APF,10,ECONOMÍA,APF,010LAT,PROFECO,PROCURADURIA FEDERAL DEL CONSUMIDOR,010LAT001,DIRECCION DE ADQUISICIONES Y OBRA,E-2023-00130432,LPN-16/023,SERVICIO MANTENIMIENTO Y SOPORTE A LA PLATAFORMA E INFRAESTRUCTURA TELCON.,35301,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-10-LAT-010LAT001-N-4-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,16/12/2023 00:25,27/12/2023 17:00,29/12/2023 19:00,C-2023-00172219,CON/LPN16/2023,SERVICIO MANTENIMIENTO Y SOPORTE A LA PLATAFORMA E INFRAESTRUCTURA TELCON.,SERVICIO MANTENIMIENTO Y SOPORTE TÉCNICO A LA PLATAFORMA E INFRAESTRUCTURA TECNOLÓGICA PARA LA ATENCIÓN TELEFÓNICA Y DE SERVICIOS AL CONSUMIDOR,NO,PUBLICADO,01/01/2024,31/12/2024,12/01/2024 22:52,8505000.0,MXN,SI,2024-A-L-NAC-A-C-10-LAT-00000898,FORMALIZADO,12/01/2024 22:52,Cerrado,8505000.0,,9865800.0,,MXN,SI,2024-A-L-NAC-A-C-10-LAT-00000898-0001,14/03/2025 00:00,8505000.0,,1973160.0,,01/01/2025 20:59,DCO121205P21,CUBICA TECNOLOGIA SA DE CV,,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/5d71125c24604160ba5667c27b01b8d8/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,50,INSTITUTO MEXICANO DEL SEGURO SOCIAL,APF,050GYR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR019,DA-UADQ-CABCS-DCAL,E-2024-00033296,DERECHO DE USO DE LICENCIAMIENTO TABLEAU EN EL INSTITUTO MEXICANO DEL SEGURO SOC,DERECHO DE USO DE LICENCIAMIENTO TABLEAU EN EL INSTITUTO MEXICANO DEL SEGURO SOC,32701,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-50-GYR-050GYR019-N-59-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,09/04/2024 23:03,24/04/2024 17:00,30/04/2024 19:00,C-2024-00050148,050GYR019N05924-001-00,DERECHO DE USO DE LICENCIAMIENTO TABLEAU EN EL INSTITUTO MEXICANO DEL SEGURO SOC,DERECHO DE USO DE LICENCIAMIENTO TABLEAU EN EL INSTITUTO MEXICANO DEL SEGURO SOCIAL,NO,PUBLICADO,02/05/2024,31/12/2024,,22984740.37,MXN,,,,,,,,,,,,,,,,,,,DCO980302955,DATATEAM CONSULTING SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/57dbf67c6ba3428c8cf4cdf58e618d88/procedimiento,TIC,Adquisición de licencias de software,Tableau
APF,13,MARINA,APF,13000,SEMAR,SECRETARIA DE MARINA,13000999,DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,E-2024-00063627,NAC 13-0643/24,NAC 13-0643/24 REQ 1222 INFO081/24 SERVICIOS DE DESARROLLO DE APLICACIONES INFOR,33301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-13-312-013000999-N-690-2024,SERVICIOS,NACIONAL,,NO,NO,,,,30/05/2024 20:25,,20/05/2024 00:00,C-2024-00071067,NAC 13-0643/24,NAC 13-0643/24 REQ 1222 INFO081/24 SERVICIOS DE DESARROLLO DE APLICACIONES INFOR,SERVICIOS DE DESARROLLO DE APLICACIONES INFORMATICAS,NO,PUBLICADO,29/05/2024,31/12/2024,,935000.0,MXN,,,,,,,,,,,,,,,,,,,DDP121221PJ7,"DISEÑO, DESARROLLO Y PRODUCCION EN TECNOLOGIAS SA DE CV",,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/099e4581c2124dda905de27797e30ade/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,48,CULTURA,APF,4.80E+01,INBAL,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,048E00995,DIRECCION DE RECURSOS MATERIALES,E-2024-00063808,CSPA/1172/2024,"LICENCIA DEL ""SISTEMA DE CONTROL DE GESTIÓN"", PARA LOS MÓDULOS: ADMINISTRACIÓN",32701,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-48-E00-048E00995-N-984-2024,SERVICIOS,NACIONAL,,NO,NO,,,,31/05/2024 08:07,,28/05/2024 00:00,C-2024-00072338,CSPA/1172/2024,"LICENCIA DEL ""SISTEMA DE CONTROL DE GESTIÓN"", PARA LOS MÓDULOS: ADMINISTRACIÓN","ARRENDAMIENTO DE LA LICENCIA DEL ""SISTEMA DE CONTROL DE GESTIÓN (SICEG)"", PARA LOS MÓDULOS DE: ADMINISTRACIÓN, TABLERO DE DOCUMENTOS, TABLERO DE LLAMADAS, DOCUMENTOS Y REPORTES, INCLUYE CONSOLA PARA CREACIÓN DE USUARIOS ADMINISTRATIVOS Y STAFF ILIMITADOS, QUE OPERARAN EN TODOS LOS CENTROS DE TRABAJO DEL INBAL, PARA EVITAR EL ATRASO TECNOLÓGICO, ASÍ COMO LA ACTUALIZACIÓN A SUS ÚLTIMAS VERSIONES, QUE ES INDISPENSABLE PARA QUE LOS USUARIOS CUMPLAN CON LAS FUNCIONES ENCOMENDADAS.",NO,PUBLICADO,16/10/2024,31/12/2024,04/06/2024 15:27,495000.0,MXN,NO,2024-A-A-NAC-A-C-48-E00-00035298,FORMALIZADO,04/06/2024 15:27,Cerrado,495000.0,,574200.0,,MXN,NO,,,495000.0,,,,,DDW130410BT0,DIT DESARROLLO WEB INNOVACION Y TECNOLOGIA SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/ed56c06254364dc7b6f2294aaa1d5eef/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
APF,7,DEFENSA NACIONAL,APF,7000,SEDENA,SECRETARIA DE LA DEFENSA NACIONAL,7000999,SUBDIRECCIÓN DE ADQUISICIONES,E-2024-00015202,LA-007000999-SAIT105-2024,ADQS. DE REFACC. PARA EL SIST. DE RADIOCOMUNICACIÓN VHF DE REDES ADMTVAS.,"24601, 29901",LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-07-110-007000999-I-266-2024,ADQUISICIONES,INTERNACIONAL ABIERTO,ELECTRÓNICA,NO,NO,,,,22/02/2024 21:49,14/03/2024 15:00,25/03/2024 16:00,C-2024-00032294,D.G.ADMON. SAIT-128/P/2024,ADQS. DE REFACC. PARA EL SIST. DE RADIOCOMUNICACIÓN VHF DE REDES ADMTVAS.,ADQS. DE REFACC. PARA EL SIST. DE RADIOCOMUNICACIÓN VHF DE REDES ADMTVAS.,NO,PUBLICADO,25/03/2024,31/12/2024,12/04/2024 20:37,138051.1,MXN,NO,2024-A-L-INA-A-C-07-110-00017646,FORMALIZADO,12/04/2024 20:37,Cerrado,138051.1,,160139.28,,MXN,NO,,,138051.1,,,,,DGI1705082Y3,DISTRIBUIDORA GARRI IDOZ SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/3802c03ee1a845a0b4cb54894ecb3a7f/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,13,MARINA,APF,013J3B,	ASIPONA-MANZANILLO,"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL MANZANILLO, S.A. DE C.V.",013J3B001,MANZANILLO-GERENCIA DE ADMINISTRACION Y FINANZAS,E-2024-00100448,ASIPONA-MAN-PSP-98-24,SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y,35301,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-13-J3B-013J3B001-N-211-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,16/10/2024 21:57,08/11/2024 18:00,14/11/2024 18:00,C-2024-00142965,ASIPONA-MAN-PSP-98-24,SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y,"SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y SISTEMAS DE ASIPONA MANZANILLO, A TRAVÉS DE LA EJECUCIÓN DE UNA ESTRATEGIA DE SEGURIDAD DE LA INFORMACIÓN",SI,PUBLICADO,15/11/2024,15/11/2025,,3510000.0,MXN,,,,,,,,,,,,,,,,,,,DGX090901SS2,DGXSECURE SC,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e537b5082c5a47908913d22bb963dd0b/procedimiento,TIC,Ciberseguridad,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006B00,CNBV,COMISION NACIONAL BANCARIA Y DE VALORES,006B00001,"DIRECCIÓN GENERAL DE PROGRAMACIÓN, PRESUPUESTO Y RECURSOS MATERIALES",E-2024-00033786,CNBV/027/24,SERVICIO DE PLATAFORMA PARA LA RECEPCION DE INFORMACION XBRL,33301,LAASSP,ADJUDICACIÓN DIRECTA POR AUTORIZACIÓN DE OM O EQUIVALENTE,ART. 42 PÁRRAFO SEGUNDO,"ADJUDICACIÓN DIRECTA AUTORIZADA POR LA OM O EQUIVALENTE, CUANDO LA OPERACIÓN CORRESPONDE AL MONTO DE UNA INVITACIÓN A CUANDO MENOS TRES PERSONAS.",,NO,,,,,AA-06-B00-006B00001-N-31-2024,SERVICIOS,NACIONAL,,NO,NO,,,,09/04/2024 20:36,,,C-2024-00038268,CNBV/027/24,SERVICIO DE PLATAFORMA PARA LA RECEPCION DE INFORMACION XBRL,SERVICIO DE PLATAFORMA PARA LA RECEPCION DE INFORMACION XBRL,NO,PUBLICADO,01/04/2024,31/12/2024,11/04/2024 20:54,1056000.0,MXN,SI,2024-A-A-NAC-A-C-06-B00-00020036,FORMALIZADO,11/04/2024 20:54,Cerrado,1056000.0,,1224960.0,,MXN,SI,2024-A-A-NAC-A-C-06-B00-00020036-0001,31/03/2025 00:00,1056000.0,,1469952.0,,24/12/2024 15:41,DHS050210PK9,2H SOLUCIONES INTEGRALES EN TECNOLOGIA DE INFORMACION S A P I DE,,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e1bea39c8f0c44d2ad827e618d447390/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HBW,FIRA,"FONDO DE GARANTIA Y FOMENTO PARA LA AGRICULTURA, GANADERIA Y AVICULTURA",006HBW001,SUBDIRECCIÓN DE ADQUISICIONES,E-2024-00051834,FIRA-6C.4/2024-41/SADQ,SERVICIOS PARA GENERAR REPORTES EN FORMATO XBRL,32701,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-06-HBW-006HBW001-N-33-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,26/07/2024 22:47,12/08/2024 16:00,20/08/2024 22:00,C-2024-00115274,E-2024-00051834,SERVICIOS PARA GENERAR REPORTES EN FORMATO XBRL,"SERVICIOS PARA GENERAR REPORTES EN FORMATO XBRL CON LA TAXONOMÍA AUTORIZADA POR LA CNBV, BOLSA MEXICANA DE VALORES Y BOLSA INSTITUCIONAL DE VALORES",SI,PUBLICADO,06/09/2024,31/12/2026,04/09/2024 16:40,796340.72,MXN,NO,2024-A-L-NAC-P-C-06-HBW-00052891,FORMALIZADO,04/09/2024 16:40,Cerrado,796340.72,,923755.24,,MXN,NO,,,796340.72,,,,,DHS050210PK9,2H SOLUCIONES INTEGRALES EN TECNOLOGIA DE INFORMACION S A P I DE,,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/324df69b69094595a1bc2da33dd1ce80/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
