Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic,Estado
APF,11,EDUCACIÓN PÚBLICA,APF,011B00,IPN,INSTITUTO POLITECNICO NACIONAL,011B00001,DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,E-2024-00033652,DEMS-PSP-007-2024,SERVICIOS PROFESIONALES PARA LA DEMS,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-B00-011B00001-N-2659-2024,SERVICIOS,NACIONAL,,NO,NO,,,,11/04/2024 20:41,,,C-2024-00039733,DEMS-PSP-007-2024,SERVICIOS PROFESIONALES PARA LA DEMS,"COORDINAR EL SOPORTE A PLATAFORMAS, CREACIÓN DE MAPAS PARA LA IMPLEMENTACIÓN DE NUEVAS PLATAFORMAS, MANTENIMIENTO A EQUIPOS, ADMINISTRAR CARGA DE DATOS EN PLATAFORMAS, COORDINAR A SERVICIO SOCIAL PARA EL DESARROLLO, MANTENIMIENTO Y MODIFICACIÓN DE PLATAFORMAS.",NO,PUBLICADO,15/04/2024,31/12/2024,16/04/2024 13:09,138461.38,MXN,SI,2024-A-A-NAC-A-A-11-B00-00020357,FORMALIZADO,16/04/2024 13:09,Abierto,55384.55,,138461.38,,MXN,SI,2024-A-A-NAC-A-A-11-B00-00020357-0001,14/06/2024 00:00,55384.55,64246.08,138461.38,160615.2,28/06/2024 15:46,GALG990228GY1,GUILLIAN ALEJANDRA GAONA LOPEZ,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/981330f0f9154eeaaa4cf48c32701751/procedimiento,TIC,Consultoría en plataformas tecnológicas empresariales,NINGUNA,
APF,48,CULTURA,APF,048MDC,IMCINE,INSTITUTO MEXICANO DE CINEMATOGRAFIA,048MDC001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00002273,IMC-048MDC-053-2024,SERVICIOS PROFESIONALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-MDC-048MDC001-N-53-2024,SERVICIOS,NACIONAL,,NO,NO,,,,12/01/2024 20:37,,,C-2024-00003683,IMC-048MDC-053-2024,SERVICIOS PROFESIONALES,"1. COLABORAR CON LA SUBDIRECCIÓN DE LAS TECNOLOGÍAS DE LA INFORMACIÓN (STI) EN EL DESARROLLO DE APLICACIONES MÓVILES QUE APOYEN A LA ENTIDAD EN LA PROMOCIÓN DEL CINE MEXICANO.
2. APOYAR A LA STI EN LA IMPLEMENTACIÓN Y MANTENIMIENTO DEL SISTEMA DE MESA DE AYUDA QUE BRINDARÁ SOPORTE A LAS ÁREAS QUE
CONFORMAN A LA ENTIDAD CON BASE A SUS NECESIDADES E INCIDENCIAS.
3. APOYAR A LA STI EN LA DETECCIÓN DE ÁREAS DE OPORTUNIDAD MEDIANTE EL MAPEO DE PROCESOS PARA EXPLOTAR DE UNA MANERA CORRECTA LOS RECURSOS INSTITUCIONALES, ASÍ COMO CONTAR CON INFORMACIÓN CONFIABLE PARA LA ENTIDAD.
4. ASISTIR A LA STI EN LA ELABORACIÓN DE LA DOCUMENTACIÓN TÉCNICA/OPERATIVA DE LOS SISTEMAS QUE OPERAN EN LA ENTIDAD, ASÍ
COMO NUEVOS REQUERIMIENTOS.
5. APOYAR A LA STI EN EL ANÁLISIS, DISEÑO, DESARROLLO E IMPLEMENTACIÓN DE LOS DISTINTOS MÓDULOS QUE CONFORMAN EL SISTEMA DE
RESGUARDOS EN COORDINACIÓN CON EL SISTEMA DE MESA DE AYUDA PARA HOMOGENEIZAR LA INFORMACIÓN.
6. ASISTIR A LA STI EN MANTENIMIENTO Y ACTUALIZACIÓN DE LA INFORMACIÓN CONTENIDA EN LA INTRANET DE LA ENTIDAD ACORDE A LOS REQUERIMIENTOS DE LAS ÁREAS RESPONSABLES.",NO,PUBLICADO,10/01/2024,29/02/2024,22/01/2024 11:52,39860.16,MXN,NO,2024-A-A-NAC-A-C-48-MDC-00002704,FORMALIZADO,22/01/2024 11:52,Cerrado,39860.16,,46237.78,,MXN,NO,,,39860.16,,,,,GALU830814FR9,LUIS OMAR GARCIA,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/2e7e25d0b34347b8836f52e23b45659c/procedimiento,TIC,Consultoría en plataformas tecnológicas empresariales**,NINGUNA,
APF,7,DEFENSA NACIONAL,APF,7000,SEDENA,SECRETARIA DE LA DEFENSA NACIONAL,7000999,SUBDIRECCIÓN DE ADQUISICIONES,E-2023-00110527,LA-007000999-SAIT34-2024,SV. MTTO. EQ. INFTCO. SISTEMA INTEGRAL DE INFORMACIÓN GEOESPACIAL S.D.N.,35301,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-07-110-007000999-N-59-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,09/11/2023 19:46,29/11/2023 15:00,14/12/2023 16:00,C-2023-00165761,D.G.ADMON. SAIT-33/P/2024,SV. MTTO. EQ. INFTCO. SISTEMA INTEGRAL DE INFORMACIÓN GEOESPACIAL S.D.N.,SV. MTTO. EQ. INFTCO. SISTEMA INTEGRAL DE INFORMACIÓN GEOESPACIAL S.D.N.,NO,PUBLICADO,01/01/2024,31/12/2024,29/12/2023 21:59,1700000,MXN,NO,2023-A-L-NAC-A-C-07-110-00053927,FORMALIZADO,29/12/2023 21:59,Cerrado,1700000,,1972000,,MXN,NO,,,1700000,,,,,GAM080610M54,GRUPO AMVIRA SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c9abf904e427474bb4a5c39649ef936a/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA,
APF,7,DEFENSA NACIONAL,APF,7000,SEDENA,SECRETARIA DE LA DEFENSA NACIONAL,7000999,SUBDIRECCIÓN DE ADQUISICIONES,E-2024-00036298,IA-007000999-SAIT138-2024,ADQUISICIÓN DE LICENCIAS PARA EL SISTEMA INTEGRAL DE ADMINISTRACIÓN 2A V,33903,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR LICITACIONES PÚBLICAS DESIERTAS,ART. 41 FR. VII,"SE HAYA DECLARADO DESIERTA UNA LICITACIÓN PÚBLICA, SIEMPRE QUE SE MANTENGAN LOS REQUISITOS ESTABLECIDOS EN LA CONVOCATORIA.",,NO,,,,,IA-07-110-007000999-N-430-2024,ADQUISICIONES,NACIONAL,ELECTRÓNICA,NO,NO,,,,17/04/2024 18:50,03/05/2024 15:00,13/05/2024 16:00,C-2024-00065019,D.G.ADMON. SAIT-205/P/2024,ADQUISICIÓN DE LICENCIAS PARA EL SISTEMA INTEGRAL DE ADMINISTRACIÓN 2A V,ADQUISICIÓN DE LICENCIAS PARA EL SISTEMA INTEGRAL DE ADMINISTRACIÓN 2A V,NO,PUBLICADO,23/05/2024,31/12/2024,04/06/2024 11:43,2720000,MXN,NO,2024-A-I-NAC-A-C-07-110-00031537,FORMALIZADO,04/06/2024 11:43,Cerrado,2720000,,3155200,,MXN,NO,,,2720000,,,,,GAM080610M54,GRUPO AMVIRA SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/020535ad04d2416e84fd2c218131b929/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
APF,11,EDUCACIÓN PÚBLICA,APF,011B00,IPN,INSTITUTO POLITECNICO NACIONAL,011B00001,DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,E-2024-00028041,DSI-PSP-031-2024,PRESTACIÓN DE SERVICIOS PROFESIONALES,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-B00-011B00001-N-1947-2024,SERVICIOS,NACIONAL,,NO,NO,,,,25/03/2024 02:55,,,C-2024-00031503,DSI-PSP-031-2024,PRESTACIÓN DE SERVICIOS PROFESIONALES,PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA DIRECCIÓN DE SISTEMAS INFORMÁTICOS,NO,PUBLICADO,16/03/2024,31/12/2024,25/03/2024 17:40,217674.83,MXN,NO,2024-A-A-NAC-A-A-11-B00-00016568,FORMALIZADO,25/03/2024 17:40,Abierto,87069.93,,217674.83,,MXN,NO,,,,,,,,GAML920413UE6,LUIS ALBERTO GARCIA MARTINEZ,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/801603bcf7cf4636a62b9f9b27df1843/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00102463,2410399/ SRMYS/8182/24,PROGRAMADOR,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-3079-2024,SERVICIOS,NACIONAL,,NO,NO,,,,25/10/2024 18:09,,15/10/2024 00:00,C-2024-00138064,XEIPN-2587-24,PROGRAMADOR,"PARTICIPAR EN LA CREACIÓN Y FORTALECIMIENTO DE FUNCIONES, MÓDULOS Y APLICACIONES REQUERIDAS EN LOS SISTEMAS INFORMÁTICOS CONFORME A LAS NECESIDADES DE LA EMISORA Y LAS POLÍTICAS ESTABLECIDAS EN EL DESARROLLO DE SOFTWARE DENTRO DE LA MISMA. APOYAR EN LA CODIFICACIÓN DE NUEVAS FUNCIONALIDADES DE LOS SISTEMAS, EJECUTAR LOS PROCEDIMIENTOS DE REVISIÓN SOBRE EL CUMPLIMIENTO DE GRÁFICOS, ESTILOS, FUNCIONALIDAD E IMAGEN INSTITUCIONAL, REQUERIDOS EN EL DESARROLLO DE LOS SISTEMAS INFORMÁTICOS. ASISTIR EN LOS TRABAJOS DE CODIFICACIÓN Y PRESENTACIÓN DE PROPUESTAS SOBRE MEJORA Y PERFECCIONAMIENTO DE FUNCIONALIDADES EN LOS SISTEMAS INFORMÁTICOS, DE ACUERDO CON LOS PARÁMETROS Y ESTÁNDARES ESTABLECIDOS EN EL ÁREA. APOYAR EN LA CONFIGURACIÓN Y DESPLEGADO DE NUEVOS MÓDULOS DESARROLLADOS EN LARAVEL 9 (PHP)/ ANGULAR 11, ASÍ COMO LA MIGRACIÓN-REFACTORIZACIÓN DE LOS SISTEMAS EXISTENTES AL LENGUAJE DE PROGRAMACIÓN LARAVEL 9 (PHP)/ ANGULAR 11",NO,PUBLICADO,16/10/2024,31/12/2024,30/10/2024 00:00,20000,MXN,NO,2024-A-A-NAC-A-A-11-B01-00065294,FORMALIZADO,30/10/2024 00:00,Abierto,20000,20000,50000,50000,MXN,NO,,,,,,,,GANG0109261S4,GILBERTO GARFIAS NUÑEZ,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/71dfce24bc2d4f8da4e61e7b77ae8848/procedimiento,TIC,Desarrollo de software,NINGUNA,
GEM,89,VERACRUZ DE IGNACIO DE LA LLAVE,GE,089Y52,SEV,SECRETARÍA DE EDUCACIÓN,930087056,DIRECCIÓN DE ADQUISICIONES Y ARRENDAMIENTO DE INMUEBLES,E-2024-00096199,2024001665,LICENCIAS INFORMATICAS,59700,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-89-Y52-930087056-N-79-2024,SERVICIOS,NACIONAL,,NO,NO,,11S300-FORTALECIMIENTO EXC EDU,,30/09/2024 20:48,,25/09/2024 00:00,C-2024-00128327,PEDIDO 1193,LICENCIAS INFORMATICAS,1 LICENCIA INFORMATICA FORTINET  Y 1 LICENCIA INFORMATICA FORTICARE,NO,PUBLICADO,25/09/2024,31/12/2024,,27512,MXN,,,,,,,,,,,,,,,,,,,GAPF730105429,FLOR AZALIA GARCIA PELCASTRE,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c131938f92f94922b470a885fbe79e33/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
APF,11,EDUCACIÓN PÚBLICA,APF,011B00,IPN,INSTITUTO POLITECNICO NACIONAL,011B00001,DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,E-2024-00029333,SEACA-PSP-026-2024,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA SECRETARIA ACADÉMICA,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-B00-011B00001-N-2174-2024,SERVICIOS,NACIONAL,,NO,NO,,,,27/03/2024 17:16,,,C-2024-00033215,SEACA-PSP-026-2024,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA SECRETARIA ACADÉMICA,"SUBCONTRATACIÓN DE SERVICIOS CON TERCEROS DEL 01 DE ABRIL DEL 2024 AL 15 DE DICIEMBRE DEL 2024 PARA APOYO EN ANÁLISIS Y CONFIGURACIONES DE; SOFTWARES, REDES COMPUTACIONALES Y ADMINISTRACIÓN DE CUENTAS INTERNAS, ASÍ COMO LA ELABORACIÓN DE REPORTES, PARA UN MEJOR DESARROLLO DE PROYECTOS APLICANDO TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN DE LA SECRETARIA ACADÉMICA.",NO,PUBLICADO,01/04/2024,15/12/2024,09/04/2024 20:49,211370,MXN,NO,2024-A-A-NAC-A-A-11-B00-00017397,FORMALIZADO,09/04/2024 20:49,Abierto,84555,,211370,,MXN,NO,,,,,,,,GASL821201IF4,LUIS FERNANDO GARCIA SALAS,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e9a33ec93d5e4a7eab39cddaf1e42bd4/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006G1H,BANJERCITO,"BANCO NACIONAL DEL EJERCITO, FUERZA AEREA Y ARMADA, S.N.C.",006G1H001,"DEPARTAMENTO DE LICITACIONES, SUBDIRECCIÓN DE RECURSOS MATERIALES",E-2024-00084878,DABS-SRM-GA-DL-31-2024,CONTRATACIÓN PLURIANUAL PARA LA RENOVACIÓN DE LOS SERVICIOS DE LICENCIAMIENTO,32701,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-06-G1H-006G1H001-N-37-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,12/09/2024 20:34,02/10/2024 16:00,15/10/2024 18:00,C-2024-00132796,BANJERCITO-DABS-SRM-GA-DPC-89-2024,CONTRATACIÓN PLURIANUAL PARA LA RENOVACIÓN DE LOS SERVICIOS DE LICENCIAMIENTO 2°,"CONTINUAR CON CONTROLES DE SEGURIDAD QUE PERMITAN LA PROTECCIÓN DE LAS CONEXIONES REMOTAS DE LA INFRAESTRUCTURA DE LA INSTITUCIÓN, ASÍ COMO, GARANTIZAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN DE BANJERCITO.",SI,PUBLICADO,14/10/2024,31/12/2026,01/11/2024 14:00,7527134.09,MXN,NO,2024-A-L-NAC-P-A-06-G1H-00060157,FORMALIZADO,01/11/2024 14:00,Abierto,7527134.09,8731475.54,8445884.09,9797225.54,MXN,NO,,,,,,,,GAT150327EF5,GRUPO AVANCE TI SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/854c62cc672d4fdf835111a6647e995a/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
APF,48,CULTURA,APF,048MDC,IMCINE,INSTITUTO MEXICANO DE CINEMATOGRAFIA,048MDC001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00002288,IMC-048MDC-063-2024,SERVICIOS PROFESIONALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-MDC-048MDC001-N-63-2024,SERVICIOS,NACIONAL,,NO,NO,,,,12/01/2024 17:58,,,C-2024-00003703,IMC-048MDC-063-2024,SERVICIOS PROFESIONALES,"	APOYO CONCILIACIÓN DE MOVIMIENTO DEL SISTEMA DE CONTROL INTERNO Y SISTEMAS GLOBALIZADORES DE LA SHCP, DE MANERA PERIÓDICA (MENSUAL).
	INTEGRACIÓN DE PAPELES DE TRABAJO PARA OFR
	APOYO EN ARMADO DE PAPELES DE TRABAJO DE  OPERACIONES AJENAS.
	APOYAR EN LAS AUDITORÍAS QUE SE PRACTIQUEN AL IMCINE.
	APOYAR EN EL CIERRE DE PERÍODOS REGISTRADOS EN EL SAP.
	APOYAR EN LA INTEGRACIÓN DE LOS DIVERSOS DOCUMENTOS PARA LA CARGA DE  INAI.
	REPORTEO DE INFORMACIÓN A LAS  ÁREAS POR PRESUPUESTO MODIFICADO MANERA MENSUAL.",NO,PUBLICADO,10/01/2024,29/02/2024,17/01/2024 10:04,32085.45,MXN,NO,2024-A-A-NAC-A-C-48-MDC-00001719,FORMALIZADO,17/01/2024 10:04,Cerrado,32085.45,,37219.12,,MXN,NO,,,32085.45,,,,,GAVG970724QX5,GREGORIO ALEJANDRO GARCIA VENTURA,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/96e5ac96cae4403fa968cd69829040be/procedimiento,TIC,Mantenimiento de software institucional,Sap,
APF,48,CULTURA,APF,048MDC,IMCINE,INSTITUTO MEXICANO DE CINEMATOGRAFIA,048MDC001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00011252,IMC-048MDC-110-2024,SERVICIOS PROFESIONALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-MDC-048MDC001-N-119-2024,SERVICIOS,NACIONAL,,NO,NO,,,,09/02/2024 17:34,,,C-2024-00015292,IMC-048MDC-110-2024,SERVICIOS PROFESIONALES,"1. APOYO CONCILIACIÓN DE MOVIMIENTO DEL SISTEMA DE CONTROL INTERNO Y SISTEMAS GLOBALIZADORES DE LA SHCP, DE MANERA PERIÓDICA (MENSUAL). 2. INTEGRACIÓN DE PAPELES DE TRABAJO PARA OFR 3. APOYO EN ARMADO DE PAPELES DE TRABAJO DE OPERACIONES AJENAS. 4. APOYAR EN LAS AUDITORÍAS QUE SE PRACTIQUEN AL IMCINE. 5. APOYAR EN EL CIERRE DE PERÍODOS REGISTRADOS EN EL SAP. 6. APOYAR EN LA INTEGRACIÓN DE LOS DIVERSOS DOCUMENTOS PARA LA CARGA DE INAI. 7. REPORTEO DE INFORMACIÓN A LAS ÁREAS POR PRESUPUESTO MODIFICADO MANERA MENSUAL.",NO,PUBLICADO,01/03/2024,31/12/2024,06/03/2024 10:30,176469.97,MXN,SI,2024-A-A-NAC-A-C-48-MDC-00010820,FORMALIZADO,06/03/2024 10:30,Cerrado,176469.97,,204705.16,,MXN,SI,2024-A-A-NAC-A-C-48-MDC-00010820-0001,28/02/2025 00:00,176469.97,,204705.16,,19/12/2024 18:02,GAVG970724QX5,GREGORIO ALEJANDRO GARCIA VENTURA,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/de63a9c7a7174358a7a2f65954ac75c7/procedimiento,TIC,Ciberseguridad,Sap,
APF,8,AGRICULTURA Y DESARROLLO RURAL,APF,008AFU,CONADESUCA,COMITE NACIONAL PARA EL DESARROLLO SUSTENTABLE DE LA CAÑA DE AZUCAR,008AFU999,DIRECCIÓN DE ADMINISTRACIÓN,E-2023-00133782,AFU 11/2024,EXPEDIENTE PARA LA CONTRATACIÓN DE SERVICIOS DE APOYO PARA LA DIEPROC.,33903,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-08-AFU-008AFU999-N-9-2024,SERVICIOS,NACIONAL,,NO,NO,,,,27/12/2023 23:14,,,C-2023-00170297,AFU 11/2024,CONTRATACIÓN DE SERVICIOS DE APOYO PARA LA DIEPROC.,"SERVICIO DE APOYO A LA DIRECCIÓN DE INFORMACIÓN ESTADÍSTICA, PROYECCIONES Y COMUNICACIÓN, DEL CONADESUCA, PARA EL SEGUIMIENTO A LA IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN ESTRATÉGICA DE LA CAÑA DE AZÚCAR (SIE-CAÑA), EN LA SOLICITUD, INTEGRACIÓN, REVISIÓN, MANEJO Y ACTUALIZACIÓN DE INFORMACIÓN GEORREFERENCIADA DE LAS ZONAS DE ABASTO DE LOS INGENIOS: CENTRAL PROGRESO, TRES VALLES, PLAN DE SAN LUIS, HUIXTLA, ADOLFO LÓPEZ MATEOS Y JOSÉ MARÍA MORELOS. ACTUALIZAR UNA CAPA NACIONAL GEORREFERENCIADA A PARTIR DE LA INFORMACIÓN PROPORCIONADA POR LOS INGENIOS INCORPORADOS AL SIE-CAÑA. DESCARGA Y PROCESAMIENTO DE IMÁGENES SATELITALES PARA EL CÁLCULO DE ÍNDICES DE VEGETACIÓN PARA EL MONITOREO Y SEGUIMIENTO EN EL CRECIMIENTO Y DESARROLLO DEL CULTIVO DE LA CAÑA DE AZÚCAR EN LAS ZONAS DE ABASTO DE LOS INGENIOS ANTERIORMENTE CITADOS. ACTUALIZACIÓN DEL MAPA NACIONAL BASE DE LAS REGIONES CÓRDOBA-GOLFO Y SURESTE COMO HERRAMIENTA PARA EL ANÁLISIS DEL DIMENSIONAMIENTO DEL CAMPO CAÑERO DEL PAÍS.",NO,PUBLICADO,01/01/2024,31/12/2024,08/01/2024 11:46,258620.69,MXN,SI,2024-A-A-NAC-A-C-08-AFU-00000304,FORMALIZADO,08/01/2024 11:46,Cerrado,258620.69,,300000,,MXN,SI,2024-A-A-NAC-A-C-08-AFU-00000304-0001,28/02/2025 00:00,258620.69,,350000,,31/12/2024 19:56,GAYF970324DR5,FERNANDO GARCIA YAÑEZ,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/52611524946342e9a8eeee08d0a79bed/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
