Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic
APF,48,CULTURA,APF,048MDB,INALI,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,048MDB002,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00065523,N30-INALI-AA-2024,SERVICIO DE ACTUALIZACIÓN DE LA PLATAFORMA DE SERVIDORES WINDOWS SERVER,32301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-48-MDB-048MDB002-N-30-2024,SERVICIOS,NACIONAL,,NO,NO,,,,31/05/2024 23:31,,31/05/2024 00:00,C-2024-00074131,INALI.D.A.4.6C.6/037/2024,SERVICIO DE ACTUALIZACIÓN DE LA PLATAFORMA DE SERVIDORES WINDOWS SERVER,SERVICIO DE ACTUALIZACIÓN DE LA PLATAFORMA DE SERVIDORES WINDOWS SERVER.,NO,PUBLICADO,01/07/2024,10/07/2024,09/07/2024 11:30,204938.03,MXN,NO,2024-A-A-NAC-A-C-48-MDB-00035836,FORMALIZADO,09/07/2024 11:30,Cerrado,204938.03,,237728.12,,MXN,NO,,,204938.03,,,,,ITM100309S94,INSTALACIONES DE TELECOMUNICACIONES DE MEXICO SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/7a6268abf5be4f02b767e00507eaef1c/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,12,SALUD,APF,012NBV,INCAN,INSTITUTO NACIONAL DE CANCEROLOGIA,012NBV001,DIRECCION DE ADMINISTRACION,E-2024-00066386,SERVICIO DE ADMINISTRACIÓN PLATAFORMAS EN LÍNEA,SERVICIO DE ADMINISTRACIÓN PLATAFORMAS EN LÍNEA,33304,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-12-NBV-012NBV001-N-368-2024,SERVICIOS,NACIONAL,,NO,NO,,,,01/06/2024 04:02,,31/05/2024 00:00,C-2024-00074750,INCAN-AD-SRM-SERV-137-2024,SERVICIO DE ADMINISTRACIÓN PLATAFORMAS EN LÍNEA,"SERVICIO ADMINISTRACIÓN, ALOJAMIENTO Y ACTUALIZACIÓN DE LAS PLATAFORMAS EN LÍNEA DEL INCAN",NO,PUBLICADO,01/06/2024,31/12/2024,31/05/2024 00:00,927500.0,MXN,SI,2024-A-A-NAC-A-C-12-NBV-00047895,FORMALIZADO,31/05/2024 00:00,Cerrado,927500.0,,1075900.0,,MXN,SI,2024-A-A-NAC-A-C-12-NBV-00047895-0001,11/02/2025 00:00,927500.0,,1287099.17,,04/12/2024 17:28,ITZ0702265X1,ITZMANOVA SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/68c6808fa98e4861836d28588070eb76/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,12,SALUD,APF,012NBV,INCAN,INSTITUTO NACIONAL DE CANCEROLOGIA,012NBV001,DIRECCION DE ADMINISTRACION,E-2024-00053330,SOPORTE A LA OPERACIÓN Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN Y GESTIÓN ADMI,SOPORTE A LA OPERACIÓN Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN Y GESTIÓN ADMI,33304,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-12-NBV-012NBV001-N-315-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,17/05/2024 02:23,28/05/2024 18:00,03/06/2024 20:00,C-2024-00076195,INCAN-ITP-SRM-SERV-005-2024,SOPORTE A LA OPERACIÓN Y MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN Y GESTIÓN ADMI,SOPORTE A LA OPERACION Y MANTENIMIENTO DEL SISTEMA DE INFORMACION Y GESTION ADMINISTRATIVA Y FINANCIERA (SIGA-F),NO,PUBLICADO,04/06/2024,31/12/2024,13/06/2024 12:14,4692000.0,MXN,SI,2024-A-I-NAC-A-C-12-NBV-00038169,FORMALIZADO,13/06/2024 12:14,Cerrado,4692000.0,,5442720.0,,MXN,SI,2024-A-I-NAC-A-C-12-NBV-00038169-0001,11/02/2025 00:00,4692000.0,,6526105.03,,04/12/2024 17:29,ITZ0702265X1,ITZMANOVA SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/98ace8a764cd40b5b23542550313017e/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00035072,SRMYS/881/24/2403156,CONTROLADOR DE PROCESOS DIGITALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-1444-2024,SERVICIOS,NACIONAL,,NO,NO,,,,17/04/2024 18:00,,,C-2024-00041670,XEIPN-0916-24,CONTROLADOR DE PROCESOS DIGITALES,"IMPLEMENTAR DNÁMICAS DE APLICACIÓN Y SEGUIMIENTO A LA ESTRATEGIA DIGITAL DE EL ONCE, A TRAVÉS DE LOS DIFERENTES SITIOS WEB Y PLATAFORMAS EN LAS QUE PARTICIPE LA EMISORA. IMPLEMENTAR LOS MECANISMOS DE COORDINACIÓN DE LOS PROCESOS DE GENERACIÓN DE CONTENIDOS, TRANSMISIÓN DIGITAL, INNOVACIÓN Y DESARROLLO WEB, ASÍ COMO EN LA LOG´SITICA DE TRÁFICO Y CONTACTO CON PRODUCCIONES TELEVISIVAS DIGITALES. ASISTIR EN EL DESARROLLO DE LA ESTRATEGIA DIGITAL EN LOS PORTALES WEB Y REDES SOCIALES DE ONCE MÉXICO Y ONCE NIÑAS Y NIÑOS. GENERAR REPORTES EJECUTIVOS SOBRE LOS TRABAJOS DE MANTENIMIENTO Y/O MEJORA A LAS ESTRATEGIAS ESTABLECIDAS",NO,PUBLICADO,01/04/2024,31/05/2024,12/04/2024 00:00,60344.83,MXN,NO,2024-A-A-NAC-A-C-11-B01-00052699,FORMALIZADO,12/04/2024 00:00,Cerrado,60344.83,,70000.0,,MXN,NO,,,60344.83,,,,,JATY910225AL4,YANETH JACINTO TARELLO,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/631bba9d5cc94bb888752ba420b78cce/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00072571,2406193/ SRMYS/5484/24,CONTROLADOR DE PROCESOS DIGITALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-2740-2024,SERVICIOS,NACIONAL,,NO,NO,,,,19/06/2024 20:36,,30/05/2024 00:00,C-2024-00087323,XEIPN-1940-24,CONTROLADOR DE PROCESOS DIGITALES,"IMPLEMENTAR DNÁMICAS DE APLICACIÓN Y SEGUIMIENTO A LA ESTRATEGIA DIGITAL DE EL ONCE, A TRAVÉS DE LOS DIFERENTES SITIOS WEB Y PLATAFORMAS EN LAS QUE PARTICIPE LA EMISORA. IMPLEMENTAR LOS MECANISMOS DE COORDINACIÓN DE LOS PROCESOS DE GENERACIÓN DE CONTENIDOS, TRANSMISIÓN DIGITAL, INNOVACIÓN Y DESARROLLO WEB, ASÍ COMO EN LA LOG´SITICA DE TRÁFICO Y CONTACTO CON PRODUCCIONES TELEVISIVAS DIGITALES. ASISTIR EN EL DESARROLLO DE LA ESTRATEGIA DIGITAL EN LOS PORTALES WEB Y REDES SOCIALES DE ONCE MÉXICO Y ONCE NIÑAS Y NIÑOS. GENERAR REPORTES EJECUTIVOS SOBRE LOS TRABAJOS DE MANTENIMIENTO Y/O MEJORA A LAS ESTRATEGIAS ESTABLECIDAS",NO,PUBLICADO,01/06/2024,31/08/2024,31/05/2024 00:00,90517.24,MXN,NO,2024-A-A-NAC-A-C-11-B01-00050876,FORMALIZADO,31/05/2024 00:00,Cerrado,90517.24,,105000.0,,MXN,NO,,,90517.24,,,,,JATY910225AL4,YANETH JACINTO TARELLO,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/18b48bc58ecf488196961aa8112e7026/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00094111,2409053/ SRMYS/6144/24,CONTROLADOR DE PROCESOS DIGITALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-2866-2024,SERVICIOS,NACIONAL,,NO,NO,,,,24/09/2024 01:37,,13/09/2024 00:00,C-2024-00124078,XEIPN-2133-24,CONTROLADOR DE PROCESOS DIGITALES,"IMPLEMENTAR DNÁMICAS DE APLICACIÓN Y SEGUIMIENTO A LA ESTRATEGIA DIGITAL DE EL ONCE, A TRAVÉS DE LOS DIFERENTES SITIOS WEB Y PLATAFORMAS EN LAS QUE PARTICIPE LA EMISORA. IMPLEMENTAR LOS MECANISMOS DE COORDINACIÓN DE LOS PROCESOS DE GENERACIÓN DE CONTENIDOS, TRANSMISIÓN DIGITAL, INNOVACIÓN Y DESARROLLO WEB, ASÍ COMO EN LA LOG´SITICA DE TRÁFICO Y CONTACTO CON PRODUCCIONES TELEVISIVAS DIGITALES. ASISTIR EN EL DESARROLLO DE LA ESTRATEGIA DIGITAL EN LOS PORTALES WEB Y REDES SOCIALES DE ONCE MÉXICO Y ONCE NIÑAS Y NIÑOS. GENERAR REPORTES EJECUTIVOS SOBRE LOS TRABAJOS DE MANTENIMIENTO Y/O MEJORA A LAS ESTRATEGIAS ESTABLECIDAS",NO,PUBLICADO,16/09/2024,15/11/2024,25/09/2024 21:39,60344.83,MXN,NO,2024-A-A-NAC-A-C-11-B01-00056150,FORMALIZADO,25/09/2024 21:39,Cerrado,60344.83,,70000.0,,MXN,NO,,,60344.83,,,,,JATY910225AL4,YANETH JACINTO TARELLO,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/eb353bcbc7a94785a6332bc540101376/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,16,MEDIO AMBIENTE Y RECURSOS NATURALES,APF,016B00,CONAGUA,COMISION NACIONAL DEL AGUA,016B00985,GERENCIA DE RECURSOS MATERIALES,E-2024-00078091,042-PEF-GRM-OP-2024,"TRABAJOS COMPLEMENTARIOS VIDEOVIGILANCIA, CONTROL DE ACCESOS, PELT.",62602,LOPSRM,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS PARA EXCEPCIÓN,ART. 43,"OBRAS PÚBLICAS O SERVICIOS RELACIONADOS CON LAS MISMAS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IO-16-B00-016B00985-N-71-2024,OBRA PÚBLICA,NACIONAL,MIXTA,NO,NO,,,2016B000060,11/07/2024 23:31,22/07/2024 16:00,30/07/2024 00:00,C-2024-00104181,2024-B16-B16-RM-15-RF-I3-A-OR-0021,"TRABAJOS COMPLEMENTARIOS VIDEOVIGILANCIA, CONTROL DE ACCESOS, PELT.","TRABAJOS COMPLEMENTARIOS PARA LA PROTECCIÓN Y FUNCIONAMIENTO DEL EQUIPAMIENTO DEPORTIVO, EDIFICACIONES, SENDEROS PEATONALES Y VIALIDADES DEL PARQUE ECOLÓGICO LAGO DE TEXCOCO: SISTEMA DE VIDEOVIGILANCIA PARA ATENCIÓN DE USUARIOS EN MÓDULOS Y ZONA ORIENTE, CONTROL DE ACCESOS Y PROTECCIÓN CIVIL.",NO,PUBLICADO,01/08/2024,24/10/2024,31/07/2024 21:15,16947822.26,MXN,NO,2024-O-I-NAC-A-U-16-B00-00047492,FORMALIZADO,31/07/2024 21:15,LOPSRM,16947822.26,,19659473.82,,MXN,NO,,,,,,,,JCS050427GT1,JM CONSTRUCTORA Y SUPERVISION SA DE CV,126945,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/09ae633034f34d74bb70e314e8759b13/procedimiento,TIC,Videovigilancia inteligente (CCTV integrado con software o infraestructura TIC),NINGUNA
APF,48,CULTURA,APF,048MDC,IMCINE,INSTITUTO MEXICANO DE CINEMATOGRAFIA,048MDC001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00011404,IMC-048MDC-121-2024,SERVICIOS PROFESIONALES,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-MDC-048MDC001-N-110-2024,SERVICIOS,NACIONAL,,NO,NO,,,,08/02/2024 22:44,,,C-2024-00015066,IMC-048MDC-121-2024,SERVICIOS PROFESIONALES,"1. APOYAR CON ACTIVIDADES DE GESTIÓN ADMINISTRATIVA A LA SUBDIRECCIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN (STI), EN LA ADMINISTRACIÓN DE LOS CONTRATOS DE SERVICIOS A CARGO DE DICHA SUBDIRECCIÓN, A FIN DE QUE SE GARANTICE EL CUMPLIMIENTO DE TODAS LAS CLÁUSULAS Y TÉRMINOS DE DICHOS DOCUMENTOS JURÍDICOS PARA PERMITIR EL ASEGURAMIENTO DE QUE TODAS LAS PARTES INVOLUCRADAS ESTÉN INFORMADAS Y ACTUALIZADAS SOBRE LOS PLAZOS, LAS FECHAS LÍMITE Y ENTREGABLES CORRESPONDIENTES Y ASÍ ASISTIR A LA STI PARA GARANTIZAR QUE LOS PROYECTOS SE COMPLETEN DENTRO DEL MARCO DE TIEMPO ACORDADO DE FORMA EFICAZ Y EFICIENTE PRIVILEGIANDO EL APROVECHAMIENTO MÁXIMO DE LOS RECURSOS TECNOLÓGICOS. 2. ASISTIR A LA STI EN EL PROCESO DE CONTRATACIÓN DE LOS SERVICIOS Y ARRENDAMIENTO ASOCIADOS A LOS PROYECTOS ESTRATÉGICOS Y OPERATIVOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN (TIC). 3.PROPORCIONAR A TRAVÉS DE LA SUBDIRECCIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN (STI) ASISTENCIA TÉCNICA PARA LOGRAR EL CORRECTO FUNCIONAMIENTO DE LOS SISTEMAS INFORMÁTICOS DE GESTIÓN Y DE ENTIDADES PÚBLICAS SOBRE LAS TAREAS RELACIONADAS CON LA CADENA DE APROVISIONAMIENTO, FINANZAS, CONTABILIDAD, PRESUPUESTOS Y GESTIÓN DE CASOS (SAP) EN LAS DIFERENTES ÁREAS DE LA ENTIDAD. 4.COADYUVAR A LA STI EN REVISIÓN, SEGUIMIENTO, CUMPLIMIENTO Y EJECUCIÓN DEL PRESUPUESTO ASIGNADO A DICHA SUBDIRECCIÓN CON EL FIN DE MANTENER CONTINUA COMUNICACIÓN CON LAS ÁREAS DE FINANZAS Y MATERIALES PARA OPTIMIZAR EL USO EFICIENTE Y EFICAZ DE LOS RECURSOS ASIGNADOS PARA EL CUMPLIMIENTO DE LA ADMINISTRACIÓN DE INSTRUMENTOS JURÍDICOS A CARGO DE LA STI. 5. PROPORCIONAR A TRAVÉS DE LA STI APOYO TÉCNICO PARA RESOLVER LAS INCIDENCIAS DE LAS DIFERENTES ÁREAS DE LA ENTIDAD QUE SE PRESENTAN EN LA OPERACIÓN DE EQUIPO DE CÓMPUTO, IMPRESIÓN E INFRAESTRUCTURA EN LAS TAREAS DIARIAS DE TIPO OPERATIVO Y ADMINISTRATIVO.",NO,PUBLICADO,01/03/2024,31/12/2024,07/03/2024 14:23,219230.85,MXN,SI,2024-A-A-NAC-A-C-48-MDC-00012790,FORMALIZADO,07/03/2024 14:23,Cerrado,219230.85,,254307.79,,MXN,SI,2024-A-A-NAC-A-C-48-MDC-00012790-0001,28/02/2025 00:00,219230.85,,254307.79,,18/12/2024 11:32,JILM750317816,MARTHA PATRICIA DE GUADALUPE JIMENEZ LEON,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/36ead71182a44f6693eb916dae4c528b/procedimiento,TIC,Consultoría en plataformas tecnológicas empresariales**,Sap
APF,11,EDUCACIÓN PÚBLICA,APF,011B00,IPN,INSTITUTO POLITECNICO NACIONAL,011B00001,DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,E-2024-00050928,CDA-PSP-004-2024,CDA-SUBCONTRATACIÓN DE SERVICIOS CON TERCEROS 2024,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-B00-011B00001-N-4853-2024,SERVICIOS,NACIONAL,,NO,NO,,,,31/05/2024 05:05,,24/05/2024 00:00,C-2024-00071775,CDA-PSP-004-2024,CDA-SUBCONTRATACIÓN DE SERVICIOS CON TERCEROS 2024," ANALIZAR Y PROCESAR IMÁGENES AÉREAS Y SATELITALES MEDIANTE SOFTWARE DE PROCESAMIENTO DE IMÁGENES GEOGRAPHIC INFORMATION SYSTEM (GIS).
 INVESTIGACIONES SOBRE SERVICIOS BRINDADOS CON IMÁGENES AÉREAS Y SATELITALES.
 DESARROLLAR PLANES DE VUELOS CON EL USO DE DRONES.",NO,PUBLICADO,01/06/2024,31/12/2024,07/06/2024 21:49,155172.41,MXN,NO,2024-A-A-NAC-A-C-11-B00-00037669,FORMALIZADO,07/06/2024 21:49,Cerrado,155172.41,,180000.0,,MXN,NO,,,155172.41,,,,,JINE940305PX2,EMILIO NOE JIMENEZ NAVARRO,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/67a17c8656394eb0a43f3840c8b7df1f/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,16,MEDIO AMBIENTE Y RECURSOS NATURALES,APF,016RJE,IMTA,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,016RJE001,COORDINACION DE ADMINISTRACION,E-2024-00036462,EXPEDIENTE-072-2024,"SERVICIO DE ACTUALIZACIÓN Y SOPORTE TÉCNICO, VÍA REMOTA, AL SISTEMA JANIUM COGNO",33301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-16-RJE-016RJE001-N-65-2024,SERVICIOS,NACIONAL,,NO,NO,,,,16/04/2024 00:36,,01/05/2024 00:00,C-2024-00055046,IMTA-OS-026-2024,"SERVICIO DE ACTUALIZACIÓN Y SOPORTE TÉCNICO, VÍA REMOTA, AL SISTEMA JANIUM COGNO","ACTUALIZACION Y SOPORTE TÉCNICO, VÍA REMOTA, AL SISTEMA JANIUM COHNOS",NO,PUBLICADO,01/05/2024,31/12/2024,15/05/2024 19:03,117947.76,MXN,NO,2024-A-A-NAC-A-C-16-RJE-00028044,FORMALIZADO,15/05/2024 19:03,Cerrado,117947.76,,136819.4,,MXN,NO,,,117947.76,,,,,JTE010913N20,JANIUM TECHNOLOGY SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/55a01ba64f8d4e858048f6ffc6bda512/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,12,SALUD,APF,012NCH,INMEGEN,INSTITUTO NACIONAL DE MEDICINA GENOMICA,012NCH001,DIRECCION GENERAL,E-2024-00067793,AD/086/2024,SUSCRIPCIÓN DE LICENCIA AL SISTEMA JANIUM EN LA NUBE,21502,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-12-NCH-012NCH001-N-111-2024,SERVICIOS,NACIONAL,,NO,NO,,,,05/06/2024 20:15,,27/05/2024 00:00,C-2024-00078091,AD/086/2024,SUSCRIPCIÓN DE LICENCIA AL SISTEMA JANIUM EN LA NUBE,SUSCRIPCIÓN DE LICENCIA AL SISTEMA JANIUM EN LA NUBE,NO,PUBLICADO,27/05/2024,11/06/2024,14/06/2024 13:13,28700.8,MXN,NO,2024-A-A-NAC-A-C-12-NCH-00039102,FORMALIZADO,14/06/2024 13:13,Cerrado,28700.8,,33292.93,,MXN,NO,,,28700.8,,,,,JTE010913N20,JANIUM TECHNOLOGY SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/15628622856f459c80ddc142220af214/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
